Birth Rate,Business Tax Rate,CO2 Emissions,Above Threshold?,GDP per Capita,Birth Rate Bin,Life Expectancy,Ease of Business (clusters),Country,Days to Start Business,Ease of Business,Energy Usage,GDP per Capita (bin),GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Region,Tourism Inbound,Tourism Outbound,Year
1.9%,0.617,11892,Below Threshold,"$2,014",1.5-3%,74,Friendly,Sri Lanka,40,,8942,$0,$41B,3.4%,$68,256,1.0%,6%,0.189,77,71,54%,1,25%,67%,0.074,20.2M,18.3%,Asia,$1B,$1B,12/1/2008
3.1%,0.834,3033,Below Threshold,$709,Above 3%,67,Moderate,Tajikistan,62,,2473,$0,$5B,5.6%,$40,224,4.8%,9%,0.237,70,63,51%,1,37%,60%,0.035,7.3M,26.5%,Asia,$0B,$0B,12/1/2008
1.2%,0.375,261838,Below Threshold,"$4,118",Below 1.5%,74,Very Friendly,Thailand,33,,107656,$0,$273B,3.9%,$162,264,1.3%,18%,0.07,77,70,93%,1,21%,71%,0.084,66.2M,41.4%,Asia,$22B,$7B,12/1/2008
3.7%,0.326,191,Below Threshold,$672,Above 3%,65,Low,Timor-Leste,157,,,$0,$1B,8.6%,$55,640,5.6%,0%,0.131,66,63,12%,1,48%,49%,0.03,1.0M,28.2%,Asia,$0B,$0B,12/1/2008
2.2%,,55093,Below Threshold,"$3,919",1.5-3%,65,Not Clustered,Turkmenistan,,,22669,$0,$19B,1.9%,$81,,5.4%,2%,,69,61,23%,1,30%,65%,0.043,4.9M,47.8%,Asia,,,12/1/2008
2.4%,0.898,120039,Below Threshold,"$1,023",1.5-3%,68,Low,Uzbekistan,15,,50512,$0,$28B,5.2%,$53,205,4.3%,9%,,71,64,46%,1,31%,65%,0.046,27.3M,36.3%,Asia,$0B,,12/1/2008
1.7%,0.399,127164,Below Threshold,"$1,165",1.5-3%,75,Friendly,Vietnam,39,,48984,$0,$99B,6.0%,$63,"1,050",2.2%,24%,0.158,80,70,86%,1,25%,69%,0.066,85.1M,29.1%,Asia,$4B,$1B,12/1/2008
1.3%,0.462,4129,Below Threshold,"$4,423",Below 1.5%,77,Friendly,Albania,9,,2061,$0,$13B,6.1%,$251,368,1.6%,24%,0.13,80,74,59%,1,24%,66%,0.095,2.9M,50.0%,Europe,$2B,$2B,12/1/2008
1.0%,,539,Below Threshold,"$46,418",Below 1.5%,,Not Clustered,Andorra,,,,"$42,192",$4B,6.2%,"$3,105",,0.3%,70%,,,,80%,1,,,,0.1M,88.9%,Europe,,,12/1/2008
0.9%,0.524,68269,Below Threshold,"$49,679",Below 1.5%,81,Very Friendly,Austria,25,,33545,"$46,880",$414B,10.5%,"$5,211",170,0.4%,73%,,83,78,130%,1,15%,68%,0.171,8.3M,65.8%,Europe,$24B,$14B,12/1/2008
1.1%,1.175,62816,Below Threshold,"$6,377",Below 1.5%,71,Friendly,Belarus,31,,28098,"$4,688",$61B,5.9%,$378,987,0.6%,23%,0.086,77,65,85%,1,15%,71%,0.143,9.5M,73.7%,Europe,$1B,$1B,12/1/2008
1.2%,0.552,103882,Below Threshold,"$47,374",Below 1.5%,80,Very Friendly,Belgium,4,,58600,"$46,880",$507B,9.9%,"$4,715",156,0.4%,66%,0.092,83,77,105%,1,17%,66%,0.171,10.7M,97.5%,Europe,$13B,$21B,12/1/2008
0.8%,0.428,30997,Below Threshold,"$4,802",Below 1.5%,76,Moderate,Bosnia and Herzegovina,69,,5954,"$4,688",$19B,8.8%,$425,428,0.7%,35%,0.07,78,73,82%,1,18%,67%,0.144,3.9M,39.2%,Europe,$1B,$0B,12/1/2008
1.0%,0.339,50792,Below Threshold,"$6,917",Below 1.5%,74,Friendly,Bulgaria,49,,19815,"$4,688",$52B,7.0%,$474,616,1.2%,40%,0.109,77,70,139%,1,13%,69%,0.179,7.5M,71.6%,Europe,$5B,$3B,12/1/2008
1.0%,0.214,23366,Below Threshold,"$15,694",Below 1.5%,76,Friendly,Croatia,22,,9084,"$14,064",$70B,7.8%,"$1,224",196,0.5%,44%,0.101,80,72,105%,1,16%,67%,0.173,4.4M,57.0%,Europe,$12B,$1B,12/1/2008
1.2%,0.206,8555,Below Threshold,"$23,509",Below 1.5%,79,Very Friendly,Cyprus,8,,2574,"$23,440",$25B,6.9%,"$2,182",149,0.3%,42%,,81,77,94%,1,19%,70%,0.112,1.1M,67.8%,Europe,$3B,$2B,12/1/2008
1.2%,0.477,117014,Below Threshold,"$21,708",Below 1.5%,77,Friendly,Czech Republic,20,,44870,"$18,752",$225B,6.8%,"$1,481",808,0.4%,63%,0.063,80,74,132%,1,14%,71%,0.147,10.4M,73.4%,Europe,$9B,$5B,12/1/2008
1.2%,0.292,46960,Below Threshold,"$62,596",Below 1.5%,79,Very Friendly,Denmark,6,,19200,"$60,944",$344B,10.2%,"$6,395",135,0.4%,85%,,81,76,119%,1,18%,66%,0.159,5.5M,86.5%,Europe,$6B,$10B,12/1/2008
1.2%,0.479,17492,Below Threshold,"$17,786",Below 1.5%,74,Very Friendly,Estonia,7,,5440,"$14,064",$24B,6.0%,"$1,060",81,0.4%,71%,0.085,79,69,124%,1,15%,68%,0.173,1.3M,68.4%,Europe,$2B,$1B,12/1/2008
,,719,Below Threshold,"$48,645",Above 3%,81,Not Clustered,Faeroe Islands,,,,"$46,880",$2B,,,,,76%,,83,78,111%,1,,,,0.0M,40.5%,Europe,,,12/1/2008
1.1%,0.478,56593,Below Threshold,"$51,187",Below 1.5%,80,Very Friendly,Finland,14,,35284,"$46,880",$272B,8.3%,"$4,262",269,0.3%,84%,,83,76,128%,1,17%,67%,0.165,5.3M,83.3%,Europe,$5B,$6B,12/1/2008
1.3%,0.645,372564,Below Threshold,"$43,992",Below 1.5%,82,Very Friendly,France,7,,264803,"$42,192","$2,832B",11.0%,"$4,877",132,0.4%,71%,,85,78,93%,1,18%,65%,0.165,64.4M,77.9%,Europe,$68B,$50B,12/1/2008
0.8%,0.494,783359,Below Threshold,"$44,132",Below 1.5%,80,Very Friendly,Germany,18,,334634,"$42,192","$3,624B",10.7%,"$4,718",196,0.4%,78%,,82,77,127%,1,14%,66%,0.202,82.1M,73.9%,Europe,$53B,$106B,12/1/2008
1.1%,0.467,97810,Below Threshold,"$30,536",Below 1.5%,81,Friendly,Greece,19,,30419,"$28,128",$342B,10.1%,"$3,085",224,0.4%,38%,,83,78,125%,1,14%,67%,0.188,11.2M,75.6%,Europe,$18B,$4B,12/1/2008
1.0%,0.566,54657,Below Threshold,"$15,365",Below 1.5%,74,Friendly,Hungary,5,,26458,"$14,064",$154B,7.5%,"$1,146",330,0.6%,61%,0.102,78,70,122%,1,15%,69%,0.163,10.0M,67.9%,Europe,$7B,$4B,12/1/2008
1.5%,0.258,2120,Below Threshold,"$53,029",1.5-3%,82,Very Friendly,Iceland,5,,5354,"$51,568",$17B,9.3%,"$4,959",140,0.2%,91%,0.201,83,80,109%,1,21%,67%,0.119,0.3M,93.4%,Europe,$1B,$1B,12/1/2008
1.7%,0.254,43021,Below Threshold,"$58,811",1.5-3%,80,Very Friendly,Ireland,13,,14903,"$56,256",$264B,9.1%,"$5,393",76,0.4%,65%,,82,78,116%,1,21%,68%,0.111,4.5M,61.3%,Europe,$10B,$11B,12/1/2008
,,,Below Threshold,,Above 3%,,Not Clustered,Isle of Man,,,,,,,,,,,,,,,1,,,,0.1M,52.0%,Europe,,,12/1/2008
1.0%,0.725,447187,Below Threshold,"$39,222",Below 1.5%,82,Friendly,Italy,10,,176004,"$37,504","$2,307B",8.9%,"$3,441",314,0.4%,45%,0.068,85,79,151%,1,14%,66%,0.2,58.8M,68.1%,Europe,$49B,$38B,12/1/2008
1.9%,,,Below Threshold,"$3,303",1.5-3%,70,Friendly,Kosovo,,,2216,$0,$6B,,,,,,0.138,72,67,,1,,,,1.7M,,Europe,,,12/1/2008
1.1%,0.368,7591,Below Threshold,"$15,464",Below 1.5%,73,Very Friendly,Latvia,16,,4586,"$14,064",$34B,6.6%,$979,279,0.9%,63%,0.119,78,67,108%,1,14%,68%,0.18,2.2M,67.8%,Europe,$1B,$1B,12/1/2008
1.0%,,,Below Threshold,"$138,537",Below 1.5%,83,Not Clustered,Liechtenstein,,,,"$135,952",$5B,,,,,70%,,86,80,96%,1,,,,0.0M,14.6%,Europe,,,12/1/2008
1.1%,0.456,15115,Below Threshold,"$14,833",Below 1.5%,72,Very Friendly,Lithuania,26,,9520,"$14,064",$47B,6.6%,$934,166,0.7%,55%,0.084,78,66,160%,1,16%,69%,0.154,3.2M,66.8%,Europe,$1B,$2B,12/1/2008
1.2%,0.2,10792,Below Threshold,"$112,029",Below 1.5%,81,Friendly,Luxembourg,26,,4204,"$107,824",$55B,7.3%,"$8,305",59,0.2%,82%,,83,78,145%,1,18%,68%,0.141,0.5M,87.8%,Europe,$4B,$4B,12/1/2008
1.1%,0.174,11848,Below Threshold,"$4,686",Below 1.5%,75,Very Friendly,"Macedonia, FYR",9,,3012,$0,$10B,6.9%,$325,150,1.0%,46%,0.097,77,72,94%,1,18%,70%,0.115,2.1M,57.1%,Europe,$0B,$0B,12/1/2008
1.0%,,2560,Below Threshold,"$20,896",Below 1.5%,80,Friendly,Malta,,,837,"$18,752",$9B,8.2%,"$1,596",,0.6%,50%,0.059,82,77,92%,1,16%,70%,0.139,0.4M,94.3%,Europe,$1B,$0B,12/1/2008
1.2%,0.42,4774,Below Threshold,"$1,696",Below 1.5%,68,Friendly,Moldova,15,,3363,$0,$6B,11.4%,$193,234,1.6%,23%,0.211,72,64,67%,1,17%,72%,0.112,3.6M,45.0%,Europe,$0B,$0B,12/1/2008
,,,Below Threshold,"$193,892",Above 3%,,Not Clustered,Monaco,,,,"$192,208",$7B,3.6%,"$6,623",,0.3%,67%,,,,62%,1,,,,0.0M,100.0%,Europe,,,12/1/2008
1.2%,0.31,2750,Below Threshold,"$7,336",Below 1.5%,74,Very Friendly,Montenegro,21,,1177,"$4,688",$5B,6.3%,$466,372,0.7%,33%,0.092,76,72,187%,1,20%,68%,0.126,0.6M,62.7%,Europe,$1B,$0B,12/1/2008
1.1%,0.382,173845,Below Threshold,"$52,951",Below 1.5%,80,Very Friendly,Netherlands,8,,79550,"$51,568",$871B,11.0%,"$5,834",180,0.4%,87%,0.046,82,78,125%,1,18%,67%,0.147,16.4M,85.4%,Europe,$21B,$22B,12/1/2008
1.3%,0.407,50326,Below Threshold,"$95,190",Below 1.5%,81,Very Friendly,Norway,7,,29805,"$93,760",$454B,9.0%,"$8,626",87,0.3%,91%,0.073,83,78,109%,1,19%,66%,0.148,4.8M,78.5%,Europe,$6B,$15B,12/1/2008
1.1%,0.451,316125,Below Threshold,"$13,886",Below 1.5%,76,Very Friendly,Poland,31,,97892,"$9,376",$529B,6.9%,$956,418,0.6%,53%,,80,71,115%,1,15%,71%,0.133,38.1M,61.1%,Europe,$13B,$11B,12/1/2008
1.0%,0.425,58357,Below Threshold,"$23,861",Below 1.5%,79,Very Friendly,Portugal,5,,24430,"$23,440",$252B,10.2%,"$2,425",328,0.3%,44%,,82,76,133%,1,15%,67%,0.176,10.6M,59.4%,Europe,$14B,$5B,12/1/2008
1.1%,0.454,94645,Below Threshold,"$9,949",Below 1.5%,73,Friendly,Romania,9,,39617,"$9,376",$204B,5.4%,$516,202,1.4%,32%,0.15,76,69,111%,1,15%,70%,0.149,20.5M,53.6%,Europe,$3B,$2B,12/1/2008
1.2%,0.483,1715639,Below Threshold,"$11,700",Below 1.5%,68,Moderate,Russian Federation,29,,688483,"$9,376","$1,661B",5.1%,$594,448,1.2%,27%,0.122,74,62,139%,1,15%,72%,0.135,142.0M,73.6%,Europe,$16B,$26B,12/1/2008
1.1%,,,Below Threshold,"$62,189",Below 1.5%,83,Friendly,San Marino,,,,"$60,944",$2B,5.0%,"$4,069",,0.3%,55%,0.079,86,80,80%,1,,,,0.0M,94.1%,Europe,,,12/1/2008
0.9%,0.34,51881,Below Threshold,"$6,498",Below 1.5%,74,Friendly,Serbia,23,,16808,"$4,688",$48B,10.4%,$673,279,0.7%,36%,0.161,76,71,120%,1,17%,69%,0.138,7.4M,55.1%,Europe,$1B,$1B,12/1/2008
1.1%,0.465,37557,Below Threshold,"$18,201",Below 1.5%,75,Very Friendly,Slovak Republic,18,,18321,"$14,064",$98B,8.0%,"$1,400",325,0.7%,66%,0.058,79,71,102%,1,16%,72%,0.12,5.4M,55.1%,Europe,$3B,$3B,12/1/2008
1.1%,0.358,17180,Below Threshold,"$26,990",Below 1.5%,79,Very Friendly,Slovenia,19,,7740,"$23,440",$55B,8.3%,"$2,265",260,0.3%,58%,0.067,82,75,101%,1,14%,70%,0.162,2.0M,50.2%,Europe,$3B,$2B,12/1/2008
1.1%,0.603,329286,Below Threshold,"$34,674",Below 1.5%,81,Very Friendly,Spain,47,,139013,"$32,816","$1,593B",8.9%,"$3,146",234,0.4%,60%,,84,78,110%,1,15%,68%,0.169,46.0M,78.0%,Europe,$70B,$27B,12/1/2008
1.2%,0.537,49105,Below Threshold,"$52,731",Below 1.5%,81,Very Friendly,Sweden,16,,49601,"$51,568",$486B,9.2%,"$4,886",122,0.3%,90%,,83,79,108%,1,17%,66%,0.177,9.2M,84.7%,Europe,$12B,$15B,12/1/2008
1.0%,0.278,40392,Below Threshold,"$68,555",Below 1.5%,82,Very Friendly,Switzerland,18,,26773,"$65,632",$524B,10.3%,"$7,104",63,0.4%,79%,0.033,84,80,116%,1,16%,68%,0.164,7.6M,73.6%,Europe,$18B,$13B,12/1/2008
1.8%,0.443,285274,Below Threshold,"$10,379",1.5-3%,74,Friendly,Turkey,6,,98502,"$9,376",$730B,6.1%,$628,223,2.2%,34%,,77,70,94%,1,27%,66%,0.069,70.4M,69.6%,Europe,$26B,$5B,12/1/2008
1.1%,0.572,323459,Below Threshold,"$3,891",Below 1.5%,69,Moderate,Ukraine,27,,134562,$0,$180B,6.6%,$257,848,1.1%,11%,0.175,74,63,120%,1,14%,70%,0.16,46.3M,68.3%,Europe,$7B,$5B,12/1/2008
1.3%,0.342,522467,Below Threshold,"$43,487",Below 1.5%,80,Very Friendly,United Kingdom,13,,208209,"$42,192","$2,688B",9.0%,"$3,875",105,0.5%,78%,0.046,82,78,122%,1,18%,66%,0.162,61.8M,80.8%,Europe,$46B,$84B,12/1/2008
1.7%,0.135,24301,Below Threshold,"$23,038",1.5-3%,76,Very Friendly,Bahrain,9,,9771,"$18,752",$26B,4.1%,$727,36,0.8%,52%,0.082,77,75,129%,1,22%,76%,0.021,1.1M,88.5%,Middle East,$2B,$1B,12/1/2008
1.9%,0.442,570574,Below Threshold,"$4,899",1.5-3%,73,Low,"Iran, Islamic Rep.",28,,204312,"$4,688",$356B,6.4%,$313,344,1.8%,10%,0.12,74,71,59%,1,24%,71%,0.051,72.7M,69.5%,Middle East,$2B,$8B,12/1/2008
3.3%,0.278,94444,Below Threshold,"$4,472",Above 3%,69,Low,Iraq,32,,28806,$0,$132B,3.9%,$142,312,3.1%,1%,0.195,72,65,60%,1,42%,55%,0.034,29.4M,68.9%,Middle East,$1B,$1B,12/1/2008
2.2%,0.33,70938,Below Threshold,"$29,160",1.5-3%,81,Very Friendly,Israel,20,,22868,"$28,128",$213B,7.6%,"$2,076",230,0.4%,59%,0.066,83,79,126%,1,27%,62%,0.103,7.3M,91.7%,Middle East,$6B,$5B,12/1/2008
3.0%,0.311,20763,Below Threshold,"$3,797",Above 3%,74,Moderate,Jordan,13,,7069,$0,$22B,8.8%,$326,136,1.9%,23%,0.09,75,72,90%,1,36%,61%,0.033,5.8M,82.0%,Middle East,$4B,$1B,12/1/2008
2.1%,0.107,79959,Below Threshold,"$54,549",1.5-3%,74,Moderate,Kuwait,35,,28843,"$51,568",$147B,1.9%,"$1,049",98,1.0%,42%,0.076,75,73,56%,1,25%,72%,0.025,2.7M,98.2%,Middle East,$1B,$8B,12/1/2008
1.3%,0.36,16656,Below Threshold,"$6,887",Below 1.5%,79,Moderate,Lebanon,11,,5426,"$4,688",$29B,7.5%,$529,180,1.0%,23%,0.1,81,76,34%,1,26%,66%,0.081,4.2M,86.9%,Middle East,$6B,$4B,12/1/2008
2.2%,0.216,41067,Below Threshold,"$23,421",1.5-3%,76,Very Friendly,Oman,14,,18679,"$18,752",$61B,2.1%,$473,62,1.0%,20%,0.071,78,73,124%,1,31%,67%,0.024,2.6M,74.1%,Middle East,$1B,$1B,12/1/2008
1.3%,0.113,67997,Below Threshold,"$84,813",Below 1.5%,78,Very Friendly,Qatar,7,,23642,"$84,384",$115B,1.9%,"$1,590",36,0.8%,44%,0.068,79,77,105%,1,16%,83%,0.012,1.4M,98.3%,Middle East,,,12/1/2008
2.2%,0.145,418240,Below Threshold,"$19,714",1.5-3%,75,Very Friendly,Saudi Arabia,20,,154076,"$18,752",$520B,3.1%,$566,79,1.6%,36%,,76,73,137%,1,32%,65%,0.03,26.4M,81.6%,Middle East,$7B,$16B,12/1/2008
2.6%,0.398,67700,Below Threshold,,1.5-3%,75,Low,Syrian Arab Republic,16,,23052,,,3.4%,$90,336,1.4%,14%,0.102,77,73,35%,1,37%,60%,0.036,20.3M,54.9%,Middle East,$3B,$1B,12/1/2008
1.6%,0.144,158935,Below Threshold,"$46,403",1.5-3%,76,Very Friendly,United Arab Emirates,18,,58347,"$42,192",$315B,2.7%,"$1,353",12,0.8%,63%,,77,75,138%,1,15%,85%,0.004,6.8M,83.4%,Middle East,$7B,$13B,12/1/2008
3.3%,0.478,22207,Below Threshold,"$1,401",Above 3%,62,Moderate,"Yemen, Rep.",13,,7208,$0,$30B,5.1%,$69,248,5.0%,7%,0.18,63,61,30%,1,43%,54%,0.027,21.7M,30.6%,Middle East,$1B,$0B,12/1/2008
,,,Below Threshold,,Above 3%,,Not Clustered,American Samoa,,,,,,,,,,,,,,,1,,,,0.1M,87.8%,Oceania,,,12/1/2008
1.4%,0.499,387635,Below Threshold,"$49,673",Below 1.5%,82,Very Friendly,Australia,3,,122519,"$46,880","$1,056B",8.8%,"$4,237",107,0.4%,72%,0.089,84,79,102%,1,19%,68%,0.132,21.2M,88.4%,Oceania,$28B,$25B,12/1/2008
2.2%,0.415,1078,Below Threshold,"$4,302",1.5-3%,69,Friendly,Fiji,46,,,$0,$4B,3.6%,$154,140,2.0%,13%,0.08,72,66,71%,1,29%,66%,0.045,0.8M,51.1%,Oceania,$1B,$0B,12/1/2008
1.7%,,869,Below Threshold,,1.5-3%,76,Not Clustered,French Polynesia,,,,,,,,,,34%,,78,73,71%,1,25%,69%,0.061,0.3M,56.7%,Oceania,$1B,$0B,12/1/2008
1.8%,,,Below Threshold,,1.5-3%,78,Not Clustered,Guam,,,,,,,,,,48%,,80,75,,1,28%,65%,0.069,0.2M,93.9%,Oceania,,,12/1/2008
2.4%,0.318,55,Below Threshold,"$1,424",1.5-3%,67,Moderate,Kiribati,31,,,$0,$0B,13.2%,$183,120,4.9%,7%,,70,64,1%,1,35%,61%,0.037,0.1M,43.6%,Oceania,$0B,$0B,12/1/2008
,0.648,99,Above Threshold,"$2,920",Above 3%,,Moderate,Marshall Islands,17,,,$0,$0B,17.9%,$569,128,3.2%,5%,,,,,1,,,,0.1M,70.8%,Oceania,$0B,,12/1/2008
2.4%,0.587,99,Below Threshold,"$2,501",1.5-3%,69,Low,"Micronesia, Fed. Sts.",16,,,$0,$0B,12.9%,$323,128,3.4%,15%,0.144,69,68,26%,1,38%,58%,0.039,0.1M,22.3%,Oceania,$0B,$0B,12/1/2008
1.6%,,3282,Below Threshold,,1.5-3%,77,Not Clustered,New Caledonia,,,,,,,,,,35%,,81,72,82%,1,25%,67%,0.086,0.2M,66.0%,Oceania,$0B,$0B,12/1/2008
1.5%,0.36,34264,Below Threshold,"$30,560",1.5-3%,80,Very Friendly,New Zealand,1,,17412,"$28,128",$130B,9.3%,"$2,820",172,0.5%,72%,0.089,82,78,108%,1,21%,67%,0.125,4.3M,86.1%,Oceania,$5B,$3B,12/1/2008
3.1%,0.415,3476,Below Threshold,"$1,223",Above 3%,62,Moderate,Papua New Guinea,51,,,$0,$8B,4.6%,$56,194,5.3%,1%,0.092,64,60,13%,1,40%,58%,0.027,6.6M,13.1%,Oceania,$0B,$0B,12/1/2008
2.9%,0.189,161,Below Threshold,"$3,129",1.5-3%,72,Friendly,Samoa,35,,,$0,$1B,5.1%,$153,224,1.6%,5%,0.127,75,69,,1,39%,56%,0.05,0.2M,20.5%,Oceania,$0B,$0B,12/1/2008
3.4%,0.261,198,Below Threshold,"$1,208",Above 3%,67,Friendly,Solomon Islands,56,,,$0,$1B,5.6%,$72,80,2.8%,3%,0.144,68,65,6%,1,41%,56%,0.032,0.5M,19.1%,Oceania,$0B,$0B,12/1/2008
2.8%,0.275,161,Below Threshold,"$3,369",1.5-3%,72,Friendly,Tonga,25,,,$0,$0B,6.3%,$207,164,1.2%,8%,0.125,75,69,49%,1,38%,56%,0.059,0.1M,23.3%,Oceania,$0B,$0B,12/1/2008
2.8%,0.084,92,Below Threshold,"$2,697",1.5-3%,70,Friendly,Vanuatu,47,,,$0,$1B,3.7%,$99,120,1.7%,7%,0.053,72,68,16%,1,39%,57%,0.037,0.2M,24.0%,Oceania,$0B,$0B,12/1/2008
1.8%,0.462,458,Below Threshold,"$15,787",1.5-3%,75,Friendly,Antigua and Barbuda,21,,,"$14,064",$1B,4.4%,$702,207,0.9%,38%,0.104,77,73,160%,1,27%,66%,0.073,0.1M,27.4%,The Americas,$0B,$0B,12/1/2008
1.7%,1.076,190057,Below Threshold,"$10,233",1.5-3%,76,Moderate,Argentina,31,,77794,"$9,376",$406B,8.3%,$686,453,1.4%,28%,0.195,79,72,117%,1,25%,64%,0.104,39.7M,90.6%,The Americas,$5B,$6B,12/1/2008
1.1%,,2288,Below Threshold,"$27,549",Below 1.5%,75,Not Clustered,Aruba,,,,"$23,440",$3B,,,,,52%,0.112,77,72,119%,1,21%,69%,0.096,0.1M,43.8%,The Americas,$1B,$0B,12/1/2008
1.6%,0.449,1045,Below Threshold,"$23,674",1.5-3%,74,Friendly,"Bahamas, The",31,,,"$23,440",$8B,7.3%,"$1,729",58,1.2%,32%,0.055,77,71,103%,1,24%,70%,0.066,0.3M,82.4%,The Americas,$2B,$0B,12/1/2008
1.3%,,1635,Below Threshold,"$16,358",Below 1.5%,75,Friendly,Barbados,,,,"$14,064",$5B,7.5%,$996,,1.4%,61%,0.1,77,72,104%,1,20%,70%,0.105,0.3M,32.4%,The Americas,$1B,$0B,12/1/2008
2.5%,0.332,407,Below Threshold,"$4,665",1.5-3%,73,Moderate,Belize,44,,,$0,$1B,5.1%,$237,147,1.7%,11%,0.141,76,70,55%,1,37%,60%,0.039,0.3M,45.5%,The Americas,$0B,$0B,12/1/2008
1.3%,,389,Below Threshold,"$93,606",Below 1.5%,80,Not Clustered,Bermuda,,,,"$89,072",$6B,,,,,82%,,82,77,122%,1,,,,0.1M,100.0%,The Americas,$0B,$0B,12/1/2008
2.7%,0.8,13773,Below Threshold,"$1,696",1.5-3%,66,Low,Bolivia,50,,5973,$0,$17B,4.9%,$84,"1,080",3.8%,13%,0.139,68,64,51%,1,37%,59%,0.046,9.8M,65.6%,The Americas,$0B,$0B,12/1/2008
1.6%,0.684,387675,Below Threshold,"$8,623",1.5-3%,73,Moderate,Brazil,149,,248594,"$4,688","$1,654B",8.3%,$714,"2,600",1.7%,34%,0.473,76,69,79%,1,26%,67%,0.066,191.8M,83.7%,The Americas,$6B,$13B,12/1/2008
1.1%,0.441,544975,Below Threshold,"$46,399",Below 1.5%,81,Very Friendly,Canada,5,,264724,"$42,192","$1,543B",10.3%,"$4,623",119,0.5%,77%,0.047,83,78,66%,1,17%,70%,0.136,33.2M,80.6%,The Americas,$18B,$34B,12/1/2008
,,631,Below Threshold,,Above 3%,,Not Clustered,Cayman Islands,,,,,,,,,,61%,,,,186%,1,,,,0.1M,100.0%,The Americas,$1B,$0B,12/1/2008
1.5%,0.251,71224,Below Threshold,"$10,686",1.5-3%,79,Very Friendly,Chile,27,,30310,"$9,376",$180B,6.8%,$732,316,0.8%,37%,0.133,82,76,88%,1,23%,68%,0.087,16.8M,88.2%,The Americas,$3B,$2B,12/1/2008
2.0%,0.801,66439,Below Threshold,"$5,405",1.5-3%,73,Very Friendly,Colombia,36,,29208,"$4,688",$244B,6.6%,$358,256,1.7%,26%,0.172,77,69,92%,1,30%,65%,0.054,45.2M,74.5%,The Americas,$2B,$2B,12/1/2008
1.6%,0.552,8647,Below Threshold,"$6,581",1.5-3%,79,Moderate,Costa Rica,60,,4586,"$4,688",$30B,9.0%,$593,282,0.9%,32%,0.158,81,77,42%,1,26%,68%,0.062,4.5M,69.4%,The Americas,$3B,$1B,12/1/2008
1.0%,,30443,Below Threshold,"$5,383",Below 1.5%,78,Not Clustered,Cuba,,,10566,"$4,688",$61B,10.8%,$584,,0.5%,13%,,80,76,3%,1,18%,70%,0.118,11.3M,76.4%,The Americas,$2B,,12/1/2008
1.4%,,,Below Threshold,,Below 1.5%,76,Not Clustered,Curacao,,,,,,,,,,,,79,72,,1,20%,67%,0.128,0.1M,90.2%,The Americas,$0B,$0B,12/1/2008
,0.37,128,Below Threshold,"$6,380",Above 3%,,Friendly,Dominica,13,,,"$4,688",$0B,4.9%,$316,117,1.2%,41%,0.091,,,128%,1,,,,0.1M,67.5%,The Americas,$0B,$0B,12/1/2008
2.3%,0.352,21019,Below Threshold,"$4,697",1.5-3%,73,Moderate,Dominican Republic,19,,7104,"$4,688",$46B,5.3%,$244,480,2.7%,21%,0.199,76,69,74%,1,32%,62%,0.059,9.8M,71.3%,The Americas,$4B,$1B,12/1/2008
2.2%,0.349,29670,Below Threshold,"$4,256",1.5-3%,75,Moderate,Ecuador,65,,10973,$0,$62B,6.3%,$268,600,2.2%,19%,,78,72,81%,1,32%,62%,0.059,14.5M,62.3%,The Americas,$1B,$1B,12/1/2008
2.1%,0.347,6546,Below Threshold,"$3,484",1.5-3%,72,Moderate,El Salvador,17,,4499,$0,$21B,6.2%,$216,320,1.7%,10%,,76,67,113%,1,34%,60%,0.066,6.2M,63.3%,The Americas,$1B,$0B,12/1/2008
1.5%,,638,Below Threshold,"$30,883",1.5-3%,71,Not Clustered,Greenland,,,,"$28,128",$2B,,,,,63%,,73,68,99%,1,,,,0.1M,83.8%,The Americas,,,12/1/2008
1.9%,0.453,260,Below Threshold,"$7,947",1.5-3%,72,Moderate,Grenada,20,,,"$4,688",$1B,6.0%,$474,140,1.2%,23%,0.095,74,70,58%,1,28%,64%,0.074,0.1M,35.8%,The Americas,$0B,$0B,12/1/2008
3.3%,0.409,11441,Below Threshold,"$2,867",Above 3%,71,Friendly,Guatemala,34,,8157,$0,$39B,6.9%,$199,344,3.0%,8%,0.134,74,67,110%,1,42%,53%,0.044,13.6M,48.4%,The Americas,$1B,$1B,12/1/2008
2.2%,0.39,1558,Below Threshold,"$2,478",1.5-3%,66,Moderate,Guyana,39,,,$0,$2B,6.6%,$165,288,3.4%,18%,0.146,68,63,58%,1,38%,59%,0.034,0.8M,28.2%,The Americas,$0B,$0B,12/1/2008
2.7%,0.404,2428,Below Threshold,$679,1.5-3%,61,Low,Haiti,195,,2927,$0,$7B,5.5%,$36,184,6.1%,8%,0.178,63,59,33%,1,37%,59%,0.044,9.6M,49.0%,The Americas,$0B,$0B,12/1/2008
2.8%,0.441,8672,Below Threshold,"$1,883",1.5-3%,73,Moderate,Honduras,20,,4648,$0,$14B,8.4%,$159,224,2.3%,10%,0.179,75,70,85%,1,38%,58%,0.042,7.3M,50.4%,The Americas,$1B,$0B,12/1/2008
